timestamp,node_cpu_usage_unknown,node_memory_usage_unknown,node_memory_total_unknown,node_disk_usage_unknown,node_disk_total_unknown,node_network_receive_bytes_unknown,node_network_transmit_bytes_unknown,pod_cpu_usage_kube-system_coredns-787d4945fb-9f95l,pod_cpu_usage_kube-system_coredns-787d4945fb-vpn8b,pod_cpu_usage_kube-system_etcd-minikube,pod_cpu_usage_kube-system_kube-apiserver-minikube,pod_cpu_usage_kube-system_kube-controller-manager-minikube,pod_cpu_usage_kube-system_kube-proxy-wx9p5,pod_cpu_usage_kube-system_kube-scheduler-minikube,pod_cpu_usage_kube-system_metrics-server-79467ff588-gnd4r,pod_cpu_usage_kube-system_storage-provisioner,pod_cpu_usage_ml-scenarios_stress-test-1742647808-5ba4b,pod_cpu_usage_ml-scenarios_stress-test-1742647815-5a406,pod_cpu_usage_ml-scenarios_stress-test-1742647816-f5fd3,pod_cpu_usage_ml-scenarios_unstable-pod-1742656508-9aba2,pod_cpu_usage_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_cpu_usage_monitoring_ml-predictor-547cb544b7-5j269,pod_cpu_usage_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_cpu_usage_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_cpu_usage_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_cpu_usage_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_cpu_usage_monitoring_prometheus-prometheus-node-exporter-q999l,pod_cpu_usage_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_cpu_usage_monitoring_thanos-query-frontend-5b76db67c4-lt92s,pod_memory_usage_kube-system_coredns-787d4945fb-9f95l,pod_memory_usage_kube-system_coredns-787d4945fb-vpn8b,pod_memory_usage_kube-system_etcd-minikube,pod_memory_usage_kube-system_kube-apiserver-minikube,pod_memory_usage_kube-system_kube-controller-manager-minikube,pod_memory_usage_kube-system_kube-proxy-wx9p5,pod_memory_usage_kube-system_kube-scheduler-minikube,pod_memory_usage_kube-system_metrics-server-79467ff588-gnd4r,pod_memory_usage_kube-system_storage-provisioner,pod_memory_usage_ml-scenarios_stress-test-1742647808-5ba4b,pod_memory_usage_ml-scenarios_stress-test-1742647815-5a406,pod_memory_usage_ml-scenarios_stress-test-1742647816-f5fd3,pod_memory_usage_ml-scenarios_unstable-pod-1742656508-9aba2,pod_memory_usage_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_memory_usage_monitoring_ml-predictor-547cb544b7-5j269,pod_memory_usage_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_memory_usage_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_memory_usage_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_memory_usage_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_memory_usage_monitoring_prometheus-prometheus-node-exporter-q999l,pod_memory_usage_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_memory_usage_monitoring_thanos-query-frontend-5b76db67c4-lt92s,pod_restarts_kube-system_coredns-787d4945fb-9f95l,pod_restarts_kube-system_coredns-787d4945fb-vpn8b,pod_restarts_kube-system_etcd-minikube,pod_restarts_kube-system_kube-apiserver-minikube,pod_restarts_kube-system_kube-controller-manager-minikube,pod_restarts_kube-system_kube-proxy-wx9p5,pod_restarts_kube-system_kube-scheduler-minikube,pod_restarts_kube-system_metrics-server-79467ff588-gnd4r,pod_restarts_kube-system_storage-provisioner,pod_restarts_ml-scenarios_stress-test-1742647808-5ba4b,pod_restarts_ml-scenarios_stress-test-1742647815-5a406,pod_restarts_ml-scenarios_stress-test-1742647816-f5fd3,pod_restarts_ml-scenarios_unstable-pod-1742656508-9aba2,pod_restarts_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_restarts_monitoring_ml-predictor-547cb544b7-5j269,pod_restarts_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_restarts_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_restarts_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_restarts_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_restarts_monitoring_prometheus-prometheus-node-exporter-q999l,pod_restarts_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_restarts_monitoring_thanos-query-frontend-5b76db67c4-lt92s,event_normal_count,event_warning_count,event_error_count,event_reason_killing,event_reason_created,event_reason_started,event_reason_backoff,event_reason_failed,event_reason_unhealthy,cluster_issue_type
2025-03-22 20:45:27,0.9744741773654733,3239354368.0,3997196288.0,326360707072.0,8652811853824.0,61403.28782217669,101450.83204326856,0.009049819722069948,0.0119902973500771,0.050709929270848234,0.2175488887584145,0.045153988031630614,0.00373171221992972,0.016992104607550913,0.012593265879951767,0.01163053671312053,0.0,0.0,0.0,0.005558710694637488,0.021283927318332268,0.0,0.04934051246087267,0.006142292792891392,0.008684471847179255,0.0734341142244133,0.005147234583572545,0.00261599129465471,0.002581350813850658,33583104.0,28897280.0,72450048.0,516558848.0,86798336.0,32931840.0,41332736.0,36564992.0,25853952.0,4833280.0,4706304.0,4825088.0,1228800.0,58699776.0,3416064.0,178073600.0,43761664.0,34824192.0,326914048.0,20922368.0,17149952.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,29.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,41,133,0,1,1,1,1,0,1,pod-failure
2025-03-22 20:45:42,1.03870700658916,3327119360.0,3997196288.0,326367277056.0,8652811853824.0,65308.41756649532,107922.22720529893,0.008841048286223332,0.012355193321070563,0.05162507589776254,0.2182598482467563,0.04160673394104296,0.0049522785542100945,0.01618954283342917,0.011602126113348394,0.009960975789757236,0.0,0.0,0.0,0.005558710694637488,0.019775934829823184,0.0,0.0509377085841496,0.006141396542602625,0.008291624741354819,0.07495833087605208,0.005149235416674064,0.0025733002771895514,0.002384495283035453,34275328.0,28897280.0,67756032.0,516214784.0,79364096.0,33337344.0,41332736.0,35094528.0,25853952.0,4833280.0,4706304.0,4825088.0,15478784.0,58404864.0,3416064.0,182341632.0,38977536.0,33406976.0,334123008.0,20561920.0,17141760.0,11968512.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,29.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
2025-03-22 20:45:57,1.0850369031011071,3327119360.0,3997196288.0,326367277056.0,8652811853824.0,65910.72333195645,107218.2855450514,0.008700697783074371,0.012466153614501957,0.055013908874656625,0.22002241951971585,0.0425049799583135,0.005081129459464039,0.016613837299060633,0.013046359122449905,0.010958405705515923,0.0,0.0,0.0,0.0036867074053085524,0.019673465943210726,0.0,0.05219035865192877,0.0072586742834558305,0.008475205396066934,0.07425357098773935,0.005893782973579199,0.0027893221410178024,0.006310143920458277,34029568.0,28446720.0,64622592.0,510259200.0,72630272.0,33337344.0,38322176.0,31670272.0,25763840.0,4833280.0,4706304.0,4825088.0,14426112.0,57606144.0,3416064.0,173416448.0,38244352.0,31330304.0,327561216.0,21024768.0,17141760.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
2025-03-22 20:46:12,1.1264718814808665,3325353984.0,3997196288.0,326367735808.0,8652811853824.0,66470.65273918197,106228.23123569983,0.008913640347801706,0.012204656428199004,0.05354632198322905,0.2205644419364432,0.04037841759033968,0.00516206928295256,0.017303668667082446,0.013706753951947667,0.011152108718439125,0.0,0.0,0.0,0.0034597815350919576,0.019675539291217185,0.02441430846532319,0.053093228497413436,0.0072002468301989135,0.008802402112152977,0.07753707238654509,0.005952798099058015,0.002890628528681121,0.004869826211152942,33980416.0,29245440.0,66301952.0,522608640.0,75358208.0,33902592.0,37150720.0,33927168.0,24645632.0,4833280.0,4706304.0,4825088.0,14315520.0,56328192.0,20328448.0,183963648.0,41082880.0,36139008.0,340963328.0,21008384.0,17141760.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
2025-03-22 20:46:27,1.1115896647925478,3325353984.0,3997196288.0,326367735808.0,8652811853824.0,67154.15978337437,108674.81960336931,0.008632288955165164,0.01389869196188346,0.054404175140608184,0.21396765696448414,0.03989635404124143,0.00516206928295256,0.017370526145991,0.013611821599666021,0.01056838464318291,0.0,0.0,0.0,0.0033845537371548673,0.0207045461325616,0.025995545591872286,0.052980118551689916,0.007350264537113314,0.007697797177524025,0.07535559487377999,0.0058825565767645326,0.0029079560897638675,0.0052153690396727894,33722368.0,31113216.0,65748992.0,526053376.0,75493376.0,33902592.0,37797888.0,33927168.0,24588288.0,4833280.0,4706304.0,4825088.0,14299136.0,56328192.0,20328448.0,186572800.0,42971136.0,36597760.0,340963328.0,20000768.0,17137664.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
2025-03-22 20:46:42,1.1115896647925478,3325353984.0,3997196288.0,326367735808.0,8652811853824.0,67154.26843516092,108674.93446382938,0.008567137308400469,0.01375785863228815,0.05509742686700959,0.2125424334280971,0.04278356164383576,0.005106232130046058,0.01762110318888909,0.01305387984891347,0.010150830852016682,0.0,0.0,0.0,0.0032604064104299365,0.01979560712604862,0.025169611227617246,0.050175231398282304,0.007782230992429944,0.007680253858766349,0.07715020403899704,0.005991624614397032,0.0032739889147022183,0.004887318027845727,34336768.0,30806016.0,67448832.0,521535488.0,74457088.0,32628736.0,38891520.0,35053568.0,25423872.0,4833280.0,4706304.0,4825088.0,14278656.0,57090048.0,3493888.0,184573952.0,50688000.0,36016128.0,340684800.0,19746816.0,17555456.0,11968512.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
2025-03-22 20:46:57,1.0165092051913789,3321532416.0,3997196288.0,326369026048.0,8652811853824.0,68836.50721254034,109954.4655413843,0.008354828238560503,0.00865562024725876,0.04860375320942515,0.20619607005215362,0.043556490640748756,0.00524887005455848,0.017077216067461813,0.01344180269872362,0.008803195519797195,0.0,0.0,0.0,0.003149518604313374,0.020090116724828546,0.02488300905843317,0.056489713919757704,0.009259607133813288,0.00744513972954219,0.07569805001203016,0.005647535866411869,0.0024914100728648083,0.004904932138427781,34394112.0,30806016.0,67448832.0,521109504.0,75550720.0,32124928.0,37560320.0,36777984.0,27299840.0,4833280.0,4710400.0,4825088.0,14270464.0,57057280.0,3493888.0,196825088.0,48234496.0,36016128.0,333381632.0,20332544.0,17555456.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
2025-03-22 20:47:12,1.0165092051913789,3321532416.0,3997196288.0,326369026048.0,8652811853824.0,68836.6158339791,109954.52295557335,0.007398248079411764,0.008317973111960166,0.048098821574464795,0.19179602099337018,0.03915721902827407,0.00495175132129864,0.016451094109182662,0.011646926942962179,0.005056210249654171,0.0,0.0,0.0,0.0031656443893178896,0.013521465289302663,0.024324229689935802,0.04660948946825068,0.009002359843724361,0.007914579109676977,0.0691594188202569,0.005333863639464608,0.0024445744872925316,0.004921814473948347,34516992.0,30576640.0,66846720.0,521109504.0,75128832.0,31985664.0,37609472.0,37052416.0,27299840.0,4833280.0,4710400.0,4825088.0,14270464.0,57729024.0,3407872.0,196030464.0,47390720.0,36151296.0,335978496.0,20205568.0,17555456.0,11968512.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
2025-03-22 20:47:27,0.9709110952395728,3310071808.0,3997196288.0,326370258944.0,8652811853824.0,69384.7909144933,110579.81973030065,0.007386546215747863,0.008279910572878564,0.04851047639115761,0.1930846534548837,0.04021630401075952,0.004213151245768037,0.016975005878287316,0.01334306773727132,0.005246874137074083,0.0,0.0,0.0,0.003206632761904762,0.013850343852432744,0.025457168496468396,0.04619939071803979,0.008723055193724709,0.00738908552053425,0.06927585418239648,0.005507935943318825,0.002401151080781859,0.00489683455000617,33796096.0,30507008.0,66965504.0,521916416.0,80539648.0,31985664.0,40386560.0,39522304.0,27148288.0,4833280.0,4710400.0,4825088.0,14270464.0,59842560.0,3407872.0,197152768.0,46972928.0,35512320.0,329596928.0,21151744.0,17551360.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
2025-03-22 20:47:42,0.9709110952395728,3310071808.0,3997196288.0,326370258944.0,8652811853824.0,69384.86332279335,110579.85800325924,0.007670886049851857,0.008169487430129156,0.047810101252860504,0.18934482725727866,0.03600466558393523,0.004264407604832939,0.016365200306689816,0.012657287307153172,0.0050909269264959095,0.0,0.0,0.0,0.0032568242227160402,0.012908604381092979,0.025543764120362678,0.04612984689299044,0.008565103459077744,0.007329198668625656,0.06623298917097122,0.005185797111346313,0.0023744571891047097,0.00494313779696397,33824768.0,30564352.0,66637824.0,521719808.0,80035840.0,34947072.0,42340352.0,38903808.0,27119616.0,4833280.0,4710400.0,4825088.0,14270464.0,60637184.0,3407872.0,196173824.0,47538176.0,36175872.0,328941568.0,21143552.0,17551360.0,11964416.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,4.0,30.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,pod-failure
