timestamp,node_cpu_usage_unknown,node_memory_usage_unknown,node_memory_total_unknown,node_disk_usage_unknown,node_disk_total_unknown,node_network_receive_bytes_unknown,node_network_transmit_bytes_unknown,pod_cpu_usage_kube-system_coredns-787d4945fb-9f95l,pod_cpu_usage_kube-system_coredns-787d4945fb-vpn8b,pod_cpu_usage_kube-system_etcd-minikube,pod_cpu_usage_kube-system_kube-apiserver-minikube,pod_cpu_usage_kube-system_kube-controller-manager-minikube,pod_cpu_usage_kube-system_kube-proxy-wx9p5,pod_cpu_usage_kube-system_kube-scheduler-minikube,pod_cpu_usage_kube-system_metrics-server-79467ff588-gnd4r,pod_cpu_usage_kube-system_storage-provisioner,pod_cpu_usage_ml-scenarios_stress-test-1742647808-5ba4b,pod_cpu_usage_ml-scenarios_stress-test-1742647815-5a406,pod_cpu_usage_ml-scenarios_stress-test-1742647816-f5fd3,pod_cpu_usage_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_cpu_usage_monitoring_ml-predictor-547cb544b7-5j269,pod_cpu_usage_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_cpu_usage_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_cpu_usage_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_cpu_usage_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_cpu_usage_monitoring_prometheus-prometheus-node-exporter-q999l,pod_cpu_usage_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_cpu_usage_monitoring_thanos-query-frontend-5b76db67c4-lt92s,pod_memory_usage_kube-system_coredns-787d4945fb-9f95l,pod_memory_usage_kube-system_coredns-787d4945fb-vpn8b,pod_memory_usage_kube-system_etcd-minikube,pod_memory_usage_kube-system_kube-apiserver-minikube,pod_memory_usage_kube-system_kube-controller-manager-minikube,pod_memory_usage_kube-system_kube-proxy-wx9p5,pod_memory_usage_kube-system_kube-scheduler-minikube,pod_memory_usage_kube-system_metrics-server-79467ff588-gnd4r,pod_memory_usage_kube-system_storage-provisioner,pod_memory_usage_ml-scenarios_stress-test-1742647808-5ba4b,pod_memory_usage_ml-scenarios_stress-test-1742647815-5a406,pod_memory_usage_ml-scenarios_stress-test-1742647816-f5fd3,pod_memory_usage_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_memory_usage_monitoring_ml-predictor-547cb544b7-5j269,pod_memory_usage_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_memory_usage_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_memory_usage_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_memory_usage_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_memory_usage_monitoring_prometheus-prometheus-node-exporter-q999l,pod_memory_usage_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_memory_usage_monitoring_thanos-query-frontend-5b76db67c4-lt92s,pod_restarts_kube-system_coredns-787d4945fb-9f95l,pod_restarts_kube-system_coredns-787d4945fb-vpn8b,pod_restarts_kube-system_etcd-minikube,pod_restarts_kube-system_kube-apiserver-minikube,pod_restarts_kube-system_kube-controller-manager-minikube,pod_restarts_kube-system_kube-proxy-wx9p5,pod_restarts_kube-system_kube-scheduler-minikube,pod_restarts_kube-system_metrics-server-79467ff588-gnd4r,pod_restarts_kube-system_storage-provisioner,pod_restarts_ml-scenarios_stress-test-1742647808-5ba4b,pod_restarts_ml-scenarios_stress-test-1742647815-5a406,pod_restarts_ml-scenarios_stress-test-1742647816-f5fd3,pod_restarts_monitoring_alertmanager-prometheus-kube-prometheus-alertmanager-0,pod_restarts_monitoring_ml-predictor-547cb544b7-5j269,pod_restarts_monitoring_prometheus-grafana-894dc54f-lbz6t,pod_restarts_monitoring_prometheus-kube-prometheus-operator-74c7bdffd-8cltl,pod_restarts_monitoring_prometheus-kube-state-metrics-5454b84d8c-x8nxn,pod_restarts_monitoring_prometheus-prometheus-kube-prometheus-prometheus-0,pod_restarts_monitoring_prometheus-prometheus-node-exporter-q999l,pod_restarts_monitoring_thanos-query-8485c5c7fb-kjrq7,pod_restarts_monitoring_thanos-query-frontend-5b76db67c4-lt92s,event_normal_count,event_warning_count,event_error_count,event_reason_killing,event_reason_created,event_reason_started,event_reason_backoff,event_reason_failed,event_reason_unhealthy,cluster_issue_type
2025-03-22 20:37:54,1.0732082448120377,3266654208.0,3997196288.0,326342975488.0,8652811853824.0,62446.461931635014,102202.51212757942,0.010641309279389053,0.016302019649880144,0.060658647001641426,0.2037990224067237,0.040155846258106746,0.0066211992130498516,0.015745922597639146,0.012461228373044047,0.006677875447637343,0.0,0.0,0.0,0.009269907606011618,0.031156232809897252,0.05536583272030999,0.010355362453185708,0.011744428347896478,0.08321259675081318,0.0043625609098729996,0.0030683094640378524,0.003578741779967817,34676736.0,29327360.0,68362240.0,532529152.0,75735040.0,32108544.0,43655168.0,35491840.0,26607616.0,4833280.0,4698112.0,4825088.0,58662912.0,3411968.0,197787648.0,41881600.0,36012032.0,341438464.0,21159936.0,17317888.0,12042240.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,23,113,0,1,1,1,1,0,1,network
2025-03-22 20:38:09,1.044455182411211,3256786944.0,3997196288.0,326344265728.0,8652811853824.0,62038.22869568218,103374.89731819279,0.011067382255534226,0.01789434702295994,0.06106610373944499,0.24236459657594409,0.04185597176386819,0.006630483543829165,0.015680560239572924,0.012859220481953352,0.006624467598719851,0.0,0.0,0.0,0.011068330248961195,0.030718535570810005,0.05471073483155389,0.011120381146855485,0.011606549480949396,0.08237427356728912,0.0041730647082175555,0.0028609647357944606,0.003579405324257291,35155968.0,27811840.0,68399104.0,488562688.0,75841536.0,34263040.0,43651072.0,36487168.0,26673152.0,4833280.0,4698112.0,4825088.0,58974208.0,3411968.0,198262784.0,41422848.0,36028416.0,342388736.0,21155840.0,17317888.0,12042240.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
2025-03-22 20:38:24,1.0135179741290596,3256786944.0,3997196288.0,326344265728.0,8652811853824.0,61010.81903933454,100771.53031544528,0.01132822541999734,0.017823465532190958,0.06189935329017251,0.20543077650982813,0.04262286196614018,0.006654702845741575,0.015659242179402795,0.01270873438609258,0.006527268571116637,0.0,0.0,0.0,0.0112340995744388,0.03185082578055687,0.055616076258769596,0.010932436276007157,0.01158136024566037,0.08296085669367435,0.004067188555186369,0.002873433417569724,0.003535851008250423,35160064.0,27856896.0,68567040.0,489365504.0,76451840.0,34865152.0,43651072.0,36487168.0,26705920.0,4833280.0,4698112.0,4825088.0,59686912.0,3411968.0,198250496.0,41955328.0,36032512.0,342388736.0,20570112.0,17321984.0,12038144.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
2025-03-22 20:38:39,1.0135179741290596,3256786944.0,3997196288.0,326344265728.0,8652811853824.0,61010.81903933454,100771.53031544528,0.011111795174749186,0.01237396958769662,0.06077358513280202,0.21362519238972796,0.04073643773605232,0.006512828302796398,0.01721752335554376,0.015326671821826655,0.006150104404643336,0.0,0.0,0.0,0.013319186164521726,0.0319767174730998,0.04683632983598063,0.010977056107757876,0.00946881409913192,0.09012517049104855,0.004376402285366726,0.002828737964803079,0.003506376561527007,35151872.0,28233728.0,68612096.0,490598400.0,76451840.0,34869248.0,43991040.0,36597760.0,26705920.0,4833280.0,4698112.0,4825088.0,59703296.0,3411968.0,198299648.0,41955328.0,36151296.0,334184448.0,20570112.0,17317888.0,12038144.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
2025-03-22 20:38:54,0.9686609686609658,3245219840.0,3997196288.0,326345555968.0,8652811853824.0,61103.452960401184,101141.04504840198,0.011361332894261117,0.012028981998422348,0.05676679619789164,0.24090415714743293,0.04804908430507663,0.0063270410947669645,0.01579277193956938,0.015408505077398226,0.006348656201558858,0.0,0.0,0.0,0.013421055147956528,0.03266479251817471,0.04733653061727332,0.01078744069116912,0.00977954447051978,0.09209391982310115,0.00406896513887462,0.0027954529820697215,0.00352475130386012,33767424.0,28233728.0,68722688.0,510685184.0,77660160.0,34869248.0,43991040.0,36913152.0,26791936.0,4833280.0,4698112.0,4825088.0,59629568.0,3411968.0,194387968.0,41775104.0,36515840.0,334184448.0,21323776.0,17317888.0,12038144.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
2025-03-22 20:39:09,0.9686609686609658,3245219840.0,3997196288.0,326345555968.0,8652811853824.0,61103.452960401184,101141.04504840198,0.007444928911637242,0.012184532060222306,0.055441733347520526,0.24680069768586319,0.044982887528083076,0.006507424071990948,0.013457982539326308,0.01385392057067095,0.008869146357338625,0.0,0.0,0.0,0.01201277844017221,0.029905185305371874,0.04640876504969878,0.010214845885265332,0.009511320582477627,0.08993037498699283,0.00416813154581352,0.002830086230031467,0.004358759804104569,34131968.0,28909568.0,67567616.0,538079232.0,77451264.0,35479552.0,42950656.0,36913152.0,26624000.0,4833280.0,4706304.0,4825088.0,59629568.0,3411968.0,194387968.0,41811968.0,36241408.0,334262272.0,20918272.0,17309696.0,12046336.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
2025-03-22 20:39:24,0.8777138687717831,3262988288.0,3997196288.0,326346801152.0,8652811853824.0,60029.82247785825,100008.5889046721,0.007336185318761004,0.011743927629574253,0.050716870338496596,0.24141580598963552,0.044581224653317174,0.005753618887570802,0.01171685921451874,0.013676762743828704,0.008492700822350966,0.0,0.0,0.0,0.011441883842691847,0.031525604532658645,0.045086370983427666,0.010048084956671068,0.009200931831053277,0.08745341399653818,0.003461140877468563,0.0028491634196653732,0.0029566232296621285,34111488.0,28868608.0,67829760.0,538763264.0,76906496.0,34320384.0,43102208.0,36741120.0,26587136.0,4833280.0,4706304.0,4825088.0,58417152.0,3411968.0,188952576.0,42156032.0,35725312.0,336408576.0,20611072.0,17305600.0,12046336.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
2025-03-22 20:39:39,0.8777138687717831,3262988288.0,3997196288.0,326346801152.0,8652811853824.0,60029.82247785825,100008.5889046721,0.007782251251298827,0.011672068065190295,0.0495000043733029,0.2337044036438578,0.04456864889425363,0.006004570427695667,0.011696350630196715,0.013180408076200951,0.008578241025251551,0.0,0.0,0.0,0.011004147240801803,0.009800439070592741,0.04185899256824455,0.010000729560613352,0.008828881535453588,0.08116131503249424,0.0034375509806377907,0.0028119849296358063,0.002152334089890222,34250752.0,29175808.0,71905280.0,536383488.0,76308480.0,34320384.0,42156032.0,36741120.0,25956352.0,4833280.0,4706304.0,4825088.0,58195968.0,3411968.0,188952576.0,41775104.0,35467264.0,334188544.0,20357120.0,17072128.0,11952128.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
2025-03-22 20:39:54,0.8784455271984436,3313803264.0,3997196288.0,326348034048.0,8652811853824.0,60337.37180637414,98800.33885905948,0.008015908618428227,0.01158475511587513,0.053104595115350574,0.23269052386090663,0.04627703386791732,0.00451999135627578,0.011673159045178827,0.013633679835156948,0.008732422925067224,0.0,0.0,0.0,0.011158766739772742,0.0,0.03927440280382425,0.007554898857612808,0.00885861052646669,0.0824390604078198,0.003244510968350666,0.0036561476375224933,0.0021537227633917403,34250752.0,28893184.0,71974912.0,535838720.0,76390400.0,33931264.0,41922560.0,36270080.0,25976832.0,4833280.0,4706304.0,4825088.0,59056128.0,3411968.0,187973632.0,41742336.0,35291136.0,334102528.0,20254720.0,16990208.0,11952128.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
2025-03-22 20:40:09,0.9169525997919542,3313803264.0,3997196288.0,326348034048.0,8652811853824.0,60285.03780527566,100329.7054759428,0.007721392941113137,0.012937689291626595,0.053932896996224916,0.23649025309582875,0.04737230696202544,0.006344666648409615,0.011731935428941267,0.013637146849189053,0.008717538560802927,0.0,0.0,0.0,0.011655730646960898,0.0,0.040343613495399146,0.008802795881966047,0.009253699002627179,0.08148169033496737,0.0033697851776728657,0.003084185579519094,0.0022096816392978107,34656256.0,28565504.0,72179712.0,535392256.0,76972032.0,33959936.0,42090496.0,36466688.0,25976832.0,4833280.0,4706304.0,4825088.0,59748352.0,3411968.0,187973632.0,42037248.0,35430400.0,334102528.0,20254720.0,16990208.0,11952128.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0,28.0,9.0,17.0,15.0,6.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,network
